Nblock,condsFile,grouping,Block,TrialBlock,N,trialN,trialCond,gazeCon,gazedirR,corrBinR,corrBinP,valLBY,valRBY,diff,colorCube,feedbacktext,corrAns,imageL,imageR,SelBlocks.thisRepN,SelBlocks.thisTrialN,SelBlocks.thisN,SelBlocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,waitCube.started,waitCube.stopped,text_3.started,text_3.stopped,StartKeyPress.keys,StartKeyPress.rt,StartKeyPress.started,StartKeyPress.stopped,StimL.started,StimL.stopped,StimR.started,StimR.stopped,imageStim2L.started,imageStim2L.stopped,imageStim2R.started,imageStim2R.stopped,RTkeyRelease,imageStim3L.started,imageStim3L.stopped,imageStim3R.started,imageStim3R.stopped,dropResp.keys,dropResp.corr,dropResp.rt,dropResp.started,dropResp.stopped,imageStim5L.started,imageStim5L.stopped,imageStim5R.started,imageStim5R.stopped,text_2.started,text_2.stopped,ReturnSpace.keys,ReturnSpace.rt,ReturnSpace.started,ReturnSpace.stopped,totalpoints,textFeedback.started,textFeedback.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,
1,Block809.xls,B,9,1,93,93,None,congruent,Right,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Y.jpeg,/home/docky/apps/exp/images/79Yi.jpeg,0,0,0,0,0,0,0,0,48.18806078600028,None,48.18806078600028,None,1,15.919275190000008,48.18806078600028,None,64.14429868800016,None,64.14429868800016,None,66.65646572400055,None,66.65646572400055,None,1.0162705780003307,68.46039170299991,None,68.46039170299991,None,5,1,2.1204861910000545,69.45932590800021,None,69.45932590800021,None,69.45932590800021,None,71.59619553799985,None,1,0.6014812579996942,71.59619553799985,None,2,72.21413948100053,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,2,15,15,None,congruent,Left,Left,Right,38,39,1,blue,2,6,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/39Bi.jpeg,0,0,0,0,0,1,1,1,73.21654315700016,None,73.21654315700016,None,1,6.062325146000148,73.21654315700016,None,79.31235107300017,None,79.31235107300017,None,81.8171294169997,None,81.8171294169997,None,1.851530496000123,83.61813434600026,None,83.61813434600026,None,6,1,1.4521772150001198,85.45718224099983,None,85.45718224099983,None,85.45718224099983,None,86.92599025599975,None,1,0.4510175919995163,86.92599025599975,None,4,87.39348120799968,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,3,117,21,None,incongruent,Left,Right,Left,39,38,1,yellow,2,5,/home/docky/apps/exp/images/39Yi.jpeg,/home/docky/apps/exp/images/38Y.jpeg,0,0,0,0,0,2,2,2,88.39593902999968,None,88.39593902999968,None,1,5.16029562499989,88.39593902999968,None,93.58997630900012,None,93.58997630900012,None,96.09273877000032,None,96.09273877000032,None,1.3677663620001113,97.89559731500049,None,97.89559731500049,None,6,0,1.6528023290002238,99.25054294500023,None,99.25054294500023,None,99.25054294500023,None,100.91977321000013,None,1,3.0901281320002454,100.91977321000013,None,2,104.02625395900031,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,4,94,94,None,congruent,Right,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Y.jpeg,/home/docky/apps/exp/images/79Yi.jpeg,0,0,0,0,0,3,3,3,105.0283441520005,None,105.0283441520005,None,1,3.8242828359998384,105.0283441520005,None,108.88478302600015,None,108.88478302600015,None,111.39107632299965,None,111.39107632299965,None,1.8520010639995235,113.18809429799967,None,113.18809429799967,None,6,0,2.0701326460002747,115.03125594599987,None,115.03125594599987,None,115.03125594599987,None,117.11798612999974,None,1,3.374221101999865,117.11798612999974,None,0,120.508153322,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,5,41,41,None,congruent,Right,Right,Left,79,76,3,blue,2,5,/home/docky/apps/exp/images/79Bi.jpeg,/home/docky/apps/exp/images/76B.jpeg,0,0,0,0,0,4,4,4,121.51022014400041,None,121.51022014400041,None,1,4.893266761000632,121.51022014400041,None,126.43786859800002,None,126.43786859800002,None,128.94206895200023,None,128.94206895200023,None,1.1002555980003308,130.7440365499997,None,130.7440365499997,None,5,1,1.5356076090001807,131.83078476900027,None,131.83078476900027,None,131.83078476900027,None,133.38325806000012,None,1,0.7678797360003955,133.38325806000012,None,2,134.16796968400013,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,6,36,36,None,congruent,Right,Right,Left,79,73,6,blue,2,5,/home/docky/apps/exp/images/79Bi.jpeg,/home/docky/apps/exp/images/73B.jpeg,0,0,0,0,0,5,5,5,135.16997536300005,None,135.16997536300005,None,1,4.375581367999985,135.16997536300005,None,139.57934511500025,None,139.57934511500025,None,142.08497829299995,None,142.08497829299995,None,1.534378433000711,143.8860788080001,None,143.8860788080001,None,5,1,1.9699414950000573,145.40694943299968,None,145.40694943299968,None,145.40694943299968,None,147.39355159600018,None,1,0.8685752809997211,147.39355159600018,None,4,148.27889774200048,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,7,78,78,None,congruent,Right,Right,Left,39,38,1,yellow,2,5,/home/docky/apps/exp/images/39Yi.jpeg,/home/docky/apps/exp/images/38Y.jpeg,0,0,0,0,0,6,6,6,149.28092266600015,None,149.28092266600015,None,1,5.210460402000535,149.28092266600015,None,154.52771267299977,None,154.52771267299977,None,157.02995573499993,None,157.02995573499993,None,1.8681556499996077,158.83180327599985,None,158.83180327599985,None,5,1,1.5689007599994511,160.68666571799986,None,160.68666571799986,None,160.68666571799986,None,162.27216515500004,None,1,0.8353873920004844,162.27216515500004,None,6,163.1241066419998,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,9,8,29,29,None,congruent,Right,Right,Left,38,35,3,blue,2,5,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/35Bi.jpeg,0,0,0,0,0,7,7,7,164.12634978700044,None,164.12634978700044,None,1,4.275290235000284,164.12634978700044,None,168.43541897700015,None,168.43541897700015,None,170.94026815300003,None,170.94026815300003,None,1.1836886250002863,172.74375996100025,None,172.74375996100025,None,5,1,7.314214503000585,173.9121695519998,None,173.9121695519998,None,173.9121695519998,None,181.24286677500004,None,1,2.3550522709992947,181.24286677500004,None,8,183.61409255800027,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
1,Block809.xls,B,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
2,Block805.xls,B,5,1,16,16,None,congruent,Left,Left,Right,73,76,3,blue,2,6,/home/docky/apps/exp/images/73B.jpeg,/home/docky/apps/exp/images/76Bi.jpeg,0,1,1,1,0,0,0,0,207.3287142199997,None,207.3287142199997,None,1,8.052889413999765,207.3287142199997,None,215.40494738100006,None,215.40494738100006,None,217.9315265160003,None,217.9315265160003,None,0.7486337609998372,219.7352742869998,None,219.7352742869998,None,6,1,1.368686357000115,220.46937181999965,None,220.46937181999965,None,220.46937181999965,None,221.85493998200036,None,1,0.5681572209996375,221.85493998200036,None,10,222.43958266899972,None,139,B,1,2021_Jun_01_0932,GazeFlow,2020.1.2,59.88495321990068,
