Nblock,condsFile,grouping,Block,TrialBlock,N,trialN,trialCond,gazeCon,gazedirR,corrBinR,corrBinP,valLBY,valRBY,diff,colorCube,feedbacktext,corrAns,imageL,imageR,SelBlocks.thisRepN,SelBlocks.thisTrialN,SelBlocks.thisN,SelBlocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,waitCube.started,waitCube.stopped,text_3.started,text_3.stopped,StartKeyPress.keys,StartKeyPress.rt,StartKeyPress.started,StartKeyPress.stopped,StimL.started,StimL.stopped,StimR.started,StimR.stopped,imageStim2L.started,imageStim2L.stopped,imageStim2R.started,imageStim2R.stopped,RTkeyRelease,imageStim3L.started,imageStim3L.stopped,imageStim3R.started,imageStim3R.stopped,dropResp.keys,dropResp.corr,dropResp.rt,dropResp.started,dropResp.stopped,imageStim5L.started,imageStim5L.stopped,imageStim5R.started,imageStim5R.stopped,text_2.started,text_2.stopped,ReturnSpace.keys,ReturnSpace.rt,ReturnSpace.started,ReturnSpace.stopped,totalpoints,textFeedback.started,textFeedback.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,
1,Block502.xls,A,2,1,93,33,22,incongruent,Left,Right,Left,38,35,3,blue,2,5,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/35Bi.jpeg,0,0,0,0,0,0,0,0,18.149874324000848,None,18.149874324000848,None,1,25.603591969998888,18.149874324000848,None,43.79416025200044,None,43.79416025200044,None,46.304543566000575,None,46.304543566000575,None,2.8199235160009266,48.107562180999594,None,48.107562180999594,None,5,1,1.083165509000537,50.92937832499956,None,50.92937832499956,None,50.92937832499956,None,52.029410911000014,None,1,1.1352429810012836,52.029410911000014,None,2,53.181386743000985,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,2,42,42,12,congruent,Right,Right,Left,83,80,3,blue,2,5,/home/docky/apps/exp/images/83Bi.jpeg,/home/docky/apps/exp/images/80B.jpeg,0,0,0,0,0,1,1,1,54.18397098300011,None,54.18397098300011,None,1,4.693195933999959,54.18397098300011,None,58.91012278600101,None,58.91012278600101,None,61.41362540400041,None,61.41362540400041,None,1.5847624660000292,63.21678540399989,None,63.21678540399989,None,5,1,1.2529306600008567,64.78777672199976,None,64.78777672199976,None,64.78777672199976,None,66.05680734999987,None,1,0.7681960780009831,66.05680734999987,None,4,66.8412505819997,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,3,9,9,11,congruent,Left,Left,Right,38,39,1,blue,2,6,/home/docky/apps/exp/images/38Bi.jpeg,/home/docky/apps/exp/images/39B.jpeg,0,0,0,0,0,2,2,2,67.8438292890005,None,67.8438292890005,None,1,5.644300285001009,67.8438292890005,None,73.52371115599999,None,73.52371115599999,None,76.03065962099936,None,76.03065962099936,None,1.5509863389997918,77.82871414500005,None,77.82871414500005,None,6,1,1.3023910550000437,79.36608667800101,None,79.36608667800101,None,79.36608667800101,None,80.68527284599986,None,1,0.7511782129986386,80.68527284599986,None,6,81.4530324669995,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,4,23,23,11,congruent,Left,Left,Right,38,39,1,yellow,2,6,/home/docky/apps/exp/images/38Yi.jpeg,/home/docky/apps/exp/images/39Y.jpeg,0,0,0,0,0,3,3,3,82.45528714300053,None,82.45528714300053,None,1,4.726005623999299,82.45528714300053,None,87.21545341199999,None,87.21545341199999,None,89.7199912720007,None,89.7199912720007,None,1.4174174320014572,91.52180440300071,None,91.52180440300071,None,6,1,9.90241781000077,92.92576319799991,None,92.92576319799991,None,92.92576319799991,None,102.84469968099984,None,1,2.020868365998467,102.84469968099984,None,8,104.88186556899927,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,5,57,57,12,congruent,Right,Right,Left,77,72,5,yellow,2,5,/home/docky/apps/exp/images/77Y.jpeg,/home/docky/apps/exp/images/72Yi.jpeg,0,0,0,0,0,4,4,4,105.88393980699948,None,105.88393980699948,None,1,11.823703834999833,105.88393980699948,None,117.74103507700056,None,117.74103507700056,None,120.24570667700027,None,120.24570667700027,None,2.419974945998547,122.04249854599948,None,122.04249854599948,None,6,0,1.8024734980008361,124.47071044999939,None,124.47071044999939,None,124.47071044999939,None,126.28939109199928,None,1,1.1531004410007881,126.28939109199928,None,6,127.45902800899967,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,6,118,58,22,incongruent,Left,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Yi.jpeg,/home/docky/apps/exp/images/79Y.jpeg,0,0,0,0,0,5,5,5,128.46101835199988,None,128.46101835199988,None,1,7.431290287999218,128.46101835199988,None,135.92615210000076,None,135.92615210000076,None,138.42897577999975,None,138.42897577999975,None,2.921059325000897,140.23200452200035,None,140.23200452200035,None,5,1,1.1028370490002999,143.1552854950005,None,143.1552854950005,None,143.1552854950005,None,144.27469765299975,None,1,1.0353896130000066,144.27469765299975,None,8,145.32644243600043,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,7,101,41,22,incongruent,Left,Right,Left,83,80,3,blue,2,5,/home/docky/apps/exp/images/83Bi.jpeg,/home/docky/apps/exp/images/80B.jpeg,0,0,0,0,0,6,6,6,146.32898586400006,None,146.32898586400006,None,1,5.527642871000353,146.32898586400006,None,151.89037923599972,None,151.89037923599972,None,154.39278957100032,None,154.39278957100032,None,1.952071554000213,156.19620395200036,None,156.19620395200036,None,5,1,1.1850141489994712,158.13531154500015,None,158.13531154500015,None,158.13531154500015,None,159.33715922900046,None,1,1.2688961870007915,159.33715922900046,None,10,160.62290540399954,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,2,8,69,9,21,incongruent,Right,Left,Right,73,76,3,blue,2,6,/home/docky/apps/exp/images/73B.jpeg,/home/docky/apps/exp/images/76Bi.jpeg,0,0,0,0,0,7,7,7,161.625217832001,None,161.625217832001,None,1,6.479479853000157,161.625217832001,None,168.13866249000057,None,168.13866249000057,None,170.64129330700052,None,170.64129330700052,None,1.4676299950006069,172.4454045929997,None,172.4454045929997,None,6,1,1.5192609690002428,173.89898480900047,None,173.89898480900047,None,173.89898480900047,None,175.43512855399968,None,1,1.4030385959995328,175.43512855399968,None,12,176.85467302300094,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
1,Block502.xls,A,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
2,Block506.xls,A,6,1,120,60,22,incongruent,Left,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Yi.jpeg,/home/docky/apps/exp/images/79Y.jpeg,0,1,1,1,0,0,0,0,193.60567544600053,None,193.60567544600053,None,1,5.334209480000936,193.60567544600053,None,198.9632032869995,None,198.9632032869995,None,201.4849792290006,None,201.4849792290006,None,1.9179336959987268,203.28782821000095,None,203.28782821000095,None,5,1,2.2703486869995686,205.1931923230004,None,205.1931923230004,None,205.1931923230004,None,207.4799543829995,None,1,1.2369947839997621,207.4799543829995,None,14,208.7330836660003,None,123,A,1,2021_May_27_1055,GazeFlow,2020.1.2,59.90578700744572,
