Nblock,condsFile,grouping,Block,TrialBlock,N,trialN,trialCond,gazeCon,gazedirR,corrBinR,corrBinP,valLBY,valRBY,diff,colorCube,feedbacktext,corrAns,imageL,imageR,SelBlocks.thisRepN,SelBlocks.thisTrialN,SelBlocks.thisN,SelBlocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,waitCube.started,waitCube.stopped,text_3.started,text_3.stopped,StartKeyPress.keys,StartKeyPress.rt,StartKeyPress.started,StartKeyPress.stopped,StimL.started,StimL.stopped,StimR.started,StimR.stopped,imageStim2L.started,imageStim2L.stopped,imageStim2R.started,imageStim2R.stopped,RTkeyRelease,imageStim3L.started,imageStim3L.stopped,imageStim3R.started,imageStim3R.stopped,dropResp.keys,dropResp.corr,dropResp.rt,dropResp.started,dropResp.stopped,imageStim5L.started,imageStim5L.stopped,imageStim5R.started,imageStim5R.stopped,text_2.started,text_2.stopped,ReturnSpace.keys,ReturnSpace.rt,ReturnSpace.started,ReturnSpace.stopped,totalpoints,textFeedback.started,textFeedback.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,
1,Block809.xls,B,9,1,93,93,None,congruent,Right,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Y.jpeg,/home/docky/apps/exp/images/79Yi.jpeg,0,0,0,0,0,0,0,0,28.52539242900002,None,28.52539242900002,None,1,32.63444917000015,28.52539242900002,None,61.18968738000012,None,61.18968738000012,None,63.71047574300019,None,63.71047574300019,None,1.4336964730000545,65.51151512700017,None,65.51151512700017,None,5,1,3.7574230109999007,66.92961980600012,None,66.92961980600012,None,66.92961980600012,None,70.70331483300015,None,1,0.8018185890000495,70.70331483300015,None,2,71.5214561329999,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,2,15,15,None,congruent,Left,Left,Right,38,39,1,blue,2,6,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/39Bi.jpeg,0,0,0,0,0,1,1,1,72.52333022999983,None,72.52333022999983,None,1,4.542441102000339,72.52333022999983,None,77.09961031900002,None,77.09961031900002,None,79.60427824099997,None,79.60427824099997,None,1.6180337280002277,81.40584541299995,None,81.40584541299995,None,5,0,1.0517356029999974,83.01079531000005,None,83.01079531000005,None,83.01079531000005,None,84.07915726400006,None,1,2.071255822999774,84.07915726400006,None,0,86.16651704000014,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,3,117,21,None,incongruent,Left,Right,Left,39,38,1,yellow,2,5,/home/docky/apps/exp/images/39Yi.jpeg,/home/docky/apps/exp/images/38Y.jpeg,0,0,0,0,0,2,2,2,87.16852182499997,None,87.16852182499997,None,1,4.959833331000027,87.16852182499997,None,92.16214650499978,None,92.16214650499978,None,94.6706111630001,None,94.6706111630001,None,1.6008677240001816,96.46874638600002,None,96.46874638600002,None,6,0,1.1027552959999412,98.05627297299998,None,98.05627297299998,None,98.05627297299998,None,99.1750856220001,None,1,0.8178500789999816,99.1750856220001,None,-2,100.00974343300004,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,4,94,94,None,congruent,Right,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Y.jpeg,/home/docky/apps/exp/images/79Yi.jpeg,0,0,0,0,0,3,3,3,101.01196921200017,None,101.01196921200017,None,1,4.074773940999876,101.01196921200017,None,105.1204670080001,None,105.1204670080001,None,107.62367967599994,None,107.62367967599994,None,1.3172429730002477,109.42656747599995,None,109.42656747599995,None,5,1,1.0186041189999742,110.73085623599991,None,110.73085623599991,None,110.73085623599991,None,111.76610206299983,None,1,0.7509407709999323,111.76610206299983,None,0,112.53379462400017,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,5,41,41,None,congruent,Right,Right,Left,79,76,3,blue,2,5,/home/docky/apps/exp/images/79Bi.jpeg,/home/docky/apps/exp/images/76B.jpeg,0,0,0,0,0,4,4,4,113.53560506900021,None,113.53560506900021,None,1,4.125494033999985,113.53560506900021,None,117.69491161499991,None,117.69491161499991,None,120.20360124099989,None,120.20360124099989,None,1.3675404659998094,121.9960233679999,None,121.9960233679999,None,5,1,1.00200312700008,123.35528464199979,None,123.35528464199979,None,123.35528464199979,None,124.3735710699998,None,1,0.667996488999961,124.3735710699998,None,2,125.05813166899998,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,6,36,36,None,congruent,Right,Right,Left,79,73,6,blue,2,5,/home/docky/apps/exp/images/79Bi.jpeg,/home/docky/apps/exp/images/73B.jpeg,0,0,0,0,0,5,5,5,126.06048511600011,None,126.06048511600011,None,1,3.891126467999584,126.06048511600011,None,129.98523485399983,None,129.98523485399983,None,132.4885274180001,None,132.4885274180001,None,1.5176250620002065,134.2923234939999,None,134.2923234939999,None,5,1,0.9687775709999187,135.79596261000006,None,135.79596261000006,None,135.79596261000006,None,136.78133029599985,None,1,0.8177754729999833,136.78133029599985,None,4,137.61573276399986,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,7,78,78,None,congruent,Right,Right,Left,39,38,1,yellow,2,5,/home/docky/apps/exp/images/39Yi.jpeg,/home/docky/apps/exp/images/38Y.jpeg,0,0,0,0,0,6,6,6,138.6180657660002,None,138.6180657660002,None,1,5.210470267999881,138.6180657660002,None,143.86241325699984,None,143.86241325699984,None,146.36489735399982,None,146.36489735399982,None,1.3508448930001578,148.16274213899987,None,148.16274213899987,None,5,1,0.9847828399997525,149.50618188599992,None,149.50618188599992,None,149.50618188599992,None,150.5070358869998,None,1,0.7017749159999767,150.5070358869998,None,6,151.2254135359999,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,9,8,29,29,None,congruent,Right,Right,Left,38,35,3,blue,2,5,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/35Bi.jpeg,0,0,0,0,0,7,7,7,152.22778590899998,None,152.22778590899998,None,1,4.209035790999678,152.22778590899998,None,156.47029814500002,None,156.47029814500002,None,158.97323027899984,None,158.97323027899984,None,1.8181482540003344,160.7765318490001,None,160.7765318490001,None,5,1,0.9692762869999569,162.581248813,None,162.581248813,None,162.581248813,None,163.56640001699998,None,1,0.6842889019999348,163.56640001699998,None,8,164.2676227080001,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
1,Block809.xls,B,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
2,Block805.xls,B,5,1,16,16,None,congruent,Left,Left,Right,73,76,3,blue,2,6,/home/docky/apps/exp/images/73B.jpeg,/home/docky/apps/exp/images/76Bi.jpeg,0,1,1,1,0,0,0,0,184.60877968000023,None,184.60877968000023,None,1,4.380282929999794,184.60877968000023,None,189.02063490299997,None,189.02063490299997,None,191.53805894000016,None,191.53805894000016,None,1.2832539179999003,193.34161585999982,None,193.34161585999982,None,6,1,1.051590731000033,194.61012992199994,None,194.61012992199994,None,194.61012992199994,None,195.67843550399994,None,1,0.6180915119998645,195.67843550399994,None,10,196.3127872619998,None,118,B,1,2021_May_26_0933,GazeFlow,2020.1.2,59.9583393867835,
