Nblock,condsFile,grouping,Block,TrialBlock,N,trialN,trialCond,gazeCon,gazedirR,corrBinR,corrBinP,valLBY,valRBY,diff,colorCube,feedbacktext,corrAns,imageL,imageR,SelBlocks.thisRepN,SelBlocks.thisTrialN,SelBlocks.thisN,SelBlocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,waitCube.started,waitCube.stopped,text_3.started,text_3.stopped,StartKeyPress.keys,StartKeyPress.rt,StartKeyPress.started,StartKeyPress.stopped,StimL.started,StimL.stopped,StimR.started,StimR.stopped,imageStim2L.started,imageStim2L.stopped,imageStim2R.started,imageStim2R.stopped,RTkeyRelease,imageStim3L.started,imageStim3L.stopped,imageStim3R.started,imageStim3R.stopped,dropResp.keys,dropResp.corr,dropResp.rt,dropResp.started,dropResp.stopped,imageStim5L.started,imageStim5L.stopped,imageStim5R.started,imageStim5R.stopped,text_2.started,text_2.stopped,ReturnSpace.keys,ReturnSpace.rt,ReturnSpace.started,ReturnSpace.stopped,totalpoints,textFeedback.started,textFeedback.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,
13,Block501.xls,A,1,1,54,54,12,congruent,Right,Right,Left,75,69,6,yellow,2,5,/home/docky/apps/exp/images/76Y.jpeg,/home/docky/apps/exp/images/69Yi.jpeg,0,0,0,0,0,0,0,0,81.53913571700105,None,81.53913571700105,None,1,5.3963245369996,81.53913571700105,None,86.97013288599919,None,86.97013288599919,None,89.48815521399956,None,89.48815521399956,None,0.8154514329980884,91.29088914000022,None,91.29088914000022,None,5,1,0.8177371510028024,92.09066526899915,None,92.09066526899915,None,92.09066526899915,None,92.92486790700059,None,1,0.2840383630027645,92.92486790700059,None,126,93.22527705099856,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,2,70,10,21,incongruent,Right,Left,Right,73,76,3,blue,2,6,/home/docky/apps/exp/images/73Bi.jpeg,/home/docky/apps/exp/images/76B.jpeg,0,0,0,0,0,1,1,1,94.22799571300129,None,94.22799571300129,None,1,4.960263155000575,94.22799571300129,None,99.21972034999999,None,99.21972034999999,None,101.72640704800142,None,101.72640704800142,None,0.7830242250020092,103.52863088400045,None,103.52863088400045,None,5,0,0.6337734810003894,104.29795195399856,None,104.29795195399856,None,104.29795195399856,None,104.94825516600031,None,1,0.3510574749998341,104.94825516600031,None,124,105.31566117699913,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,3,84,24,21,incongruent,Right,Left,Right,69,76,7,yellow,2,6,/home/docky/apps/exp/images/69Yi.jpeg,/home/docky/apps/exp/images/76Y.jpeg,0,0,0,0,0,2,2,2,106.31814263400156,None,106.31814263400156,None,1,5.394134148999001,106.31814263400156,None,111.74725736300024,None,111.74725736300024,None,114.24898367700007,None,114.24898367700007,None,0.7328511550003896,116.05263160699906,None,116.05263160699906,None,6,1,0.7006435219991545,116.77192319700043,None,116.77192319700043,None,116.77192319700043,None,117.48929471999872,None,1,0.2339351020018512,117.48929471999872,None,126,117.73973896800089,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,4,26,26,11,congruent,Left,Left,Right,69,75,6,yellow,2,6,/home/docky/apps/exp/images/69Y.jpeg,/home/docky/apps/exp/images/76Yi.jpeg,0,0,0,0,0,3,3,3,118.74224834800043,None,118.74224834800043,None,1,4.943075819002843,118.74224834800043,None,123.71905564700137,None,123.71905564700137,None,126.22263242700137,None,126.22263242700137,None,0.7998528300013277,128.0278584100015,None,128.0278584100015,None,6,1,0.6679491710019647,128.8117827899987,None,128.8117827899987,None,128.8117827899987,None,129.4958927209991,None,1,0.23410396400140598,129.4958927209991,None,128,129.746426376998,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,5,97,37,22,incongruent,Left,Right,Left,79,73,6,blue,2,5,/home/docky/apps/exp/images/79B.jpeg,/home/docky/apps/exp/images/73Bi.jpeg,0,0,0,0,0,4,4,4,130.74889207600063,None,130.74889207600063,None,1,4.559553394999966,130.74889207600063,None,135.34214718599833,None,135.34214718599833,None,137.8467330200001,None,137.8467330200001,None,1.334036873999139,139.64403680900068,None,139.64403680900068,None,5,1,0.7509720410016598,140.96874986699913,None,140.96874986699913,None,140.96874986699913,None,141.73632283199913,None,1,0.30125499299902003,141.73632283199913,None,130,142.05408993799938,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,6,98,38,22,incongruent,Left,Right,Left,79,73,6,blue,2,5,/home/docky/apps/exp/images/79B.jpeg,/home/docky/apps/exp/images/73Bi.jpeg,0,0,0,0,0,5,5,5,143.0556183129993,None,143.0556183129993,None,1,4.726624648999859,143.0556183129993,None,147.8159920270009,None,147.8159920270009,None,150.3188753530012,None,150.3188753530012,None,0.8162442190005095,152.12261605499953,None,152.12261605499953,None,5,1,0.6840904150012648,152.9251371879982,None,152.9251371879982,None,152.9251371879982,None,153.62605520099896,None,1,0.3339683990016056,153.62605520099896,None,132,153.97683726299874,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,7,77,17,21,incongruent,Right,Left,Right,65,66,1,yellow,2,6,/home/docky/apps/exp/images/35B.jpeg,/home/docky/apps/exp/images/66Yi.jpeg,0,0,0,0,0,6,6,6,154.9792517120004,None,154.9792517120004,None,1,4.709963784000138,154.9792517120004,None,159.72315303600044,None,159.72315303600044,None,162.2272738870015,None,162.2272738870015,None,0.6328123919993232,164.02965756699996,None,164.02965756699996,None,6,1,0.7676742260009632,164.64814326600026,None,164.64814326600026,None,164.64814326600026,None,165.43225234200145,None,1,0.20090166599766235,165.43225234200145,None,134,165.64949956700002,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,1,8,50,50,12,congruent,Right,Right,Left,66,65,1,yellow,2,5,/home/docky/apps/exp/images/66Y.jpeg,/home/docky/apps/exp/images/35Bi.jpeg,0,0,0,0,0,7,7,7,166.65183464499933,None,166.65183464499933,None,1,4.659430520001479,166.65183464499933,None,171.34844510200128,None,171.34844510200128,None,173.84995503699975,None,173.84995503699975,None,0.5991886320007325,175.64669590500125,None,175.64669590500125,None,6,0,0.7678482410010474,176.23736188999828,None,176.23736188999828,None,176.23736188999828,None,177.02158491999944,None,1,0.25058949300000677,177.02158491999944,None,132,177.28855806499996,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
13,Block501.xls,A,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
14,Block513.xls,A,13,1,32,32,12,congruent,Right,Right,Left,19,16,3,blue,2,5,/home/docky/apps/exp/images/19B.jpeg,/home/docky/apps/exp/images/16Bi.jpeg,0,1,1,1,0,0,0,0,202.1046877609988,None,202.1046877609988,None,1,5.115718102999381,202.1046877609988,None,207.25241793199893,None,207.25241793199893,None,209.76929556499817,None,209.76929556499817,None,0.6489431549998699,211.5729820359993,None,211.5729820359993,None,5,1,0.7338488040004449,212.20749799599798,None,212.20749799599798,None,212.20749799599798,None,212.95804978899832,None,1,0.3339931739974418,212.95804978899832,None,134,213.30852247800067,None,1491,A,1,2021_Jun_04_1828,GazeFlow,2020.1.2,59.87925599618847,
