Nblock,condsFile,grouping,Block,TrialBlock,N,trialN,trialCond,gazeCon,gazedirR,corrBinR,corrBinP,valLBY,valRBY,diff,colorCube,feedbacktext,corrAns,imageL,imageR,SelBlocks.thisRepN,SelBlocks.thisTrialN,SelBlocks.thisN,SelBlocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,waitCube.started,waitCube.stopped,text_3.started,text_3.stopped,StartKeyPress.keys,StartKeyPress.rt,StartKeyPress.started,StartKeyPress.stopped,StimL.started,StimL.stopped,StimR.started,StimR.stopped,imageStim2L.started,imageStim2L.stopped,imageStim2R.started,imageStim2R.stopped,RTkeyRelease,imageStim3L.started,imageStim3L.stopped,imageStim3R.started,imageStim3R.stopped,dropResp.keys,dropResp.corr,dropResp.rt,dropResp.started,dropResp.stopped,imageStim5L.started,imageStim5L.stopped,imageStim5R.started,imageStim5R.stopped,text_2.started,text_2.stopped,ReturnSpace.keys,ReturnSpace.rt,ReturnSpace.started,ReturnSpace.stopped,totalpoints,textFeedback.started,textFeedback.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,
1,Block809.xls,B,9,1,93,93,None,congruent,Right,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Y.jpeg,/home/docky/apps/exp/images/79Yi.jpeg,0,0,0,0,0,0,0,0,28.051343991999943,None,28.051343991999943,None,1,2.2594928590000336,28.051343991999943,None,30.35172821699996,None,30.35172821699996,None,32.86583332399994,None,32.86583332399994,None,0.9494980949999672,34.66239021000001,None,34.66239021000001,None,5,1,0.7341697350000231,35.59647221199998,None,35.59647221199998,None,35.59647221199998,None,36.347388542999965,None,1,0.5344522530000404,36.347388542999965,None,2,36.898186837000026,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,2,15,15,None,congruent,Left,Left,Right,38,39,1,blue,2,6,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/39Bi.jpeg,0,0,0,0,0,1,1,1,37.900174899000035,None,37.900174899000035,None,1,2.5890924189999396,37.900174899000035,None,40.52323888800004,None,40.52323888800004,None,43.026640679000025,None,43.026640679000025,None,1.2507489560000522,44.828989579999984,None,44.828989579999984,None,6,1,0.7844406819999676,46.06659029900004,None,46.06659029900004,None,46.06659029900004,None,46.867567796,None,1,0.6353028489999133,46.867567796,None,4,47.519574422999995,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,3,117,21,None,incongruent,Left,Right,Left,39,38,1,yellow,2,5,/home/docky/apps/exp/images/39Yi.jpeg,/home/docky/apps/exp/images/38Y.jpeg,0,0,0,0,0,2,2,2,48.52088660100003,None,48.52088660100003,None,1,2.65590315299994,48.52088660100003,None,51.210647537,None,51.210647537,None,53.71306888799995,None,53.71306888799995,None,1.133938478999994,55.51667433099999,None,55.51667433099999,None,5,1,0.7680519109999295,56.637216310999975,None,56.637216310999975,None,56.637216310999975,None,57.42134397799998,None,1,0.585246839999968,57.42134397799998,None,6,58.02315587099997,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,4,94,94,None,congruent,Right,Right,Left,80,79,1,yellow,2,5,/home/docky/apps/exp/images/80Y.jpeg,/home/docky/apps/exp/images/79Yi.jpeg,0,0,0,0,0,3,3,3,59.02478187099996,None,59.02478187099996,None,1,2.8732688210000106,59.02478187099996,None,61.93369455000004,None,61.93369455000004,None,64.43631943900004,None,64.43631943900004,None,1.0172846079999545,66.23643672799994,None,66.23643672799994,None,5,1,0.7340945270000248,67.24128560999998,None,67.24128560999998,None,67.24128560999998,None,67.99169395499996,None,1,0.668989162999992,67.99169395499996,None,8,68.67711904199996,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,5,41,41,None,congruent,Right,Right,Left,79,76,3,blue,2,5,/home/docky/apps/exp/images/79Bi.jpeg,/home/docky/apps/exp/images/76B.jpeg,0,0,0,0,0,4,4,4,69.67864462299997,None,69.67864462299997,None,1,2.2556101479999597,69.67864462299997,None,71.96593838299998,None,71.96593838299998,None,74.47247963500001,None,74.47247963500001,None,1.0671558789999835,76.27448453800002,None,76.27448453800002,None,5,1,0.7175048760000209,77.32749212700003,None,77.32749212700003,None,77.32749212700003,None,78.06156615199995,None,1,0.5519158399999924,78.06156615199995,None,10,78.62953479600003,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,6,36,36,None,congruent,Right,Right,Left,79,73,6,blue,2,5,/home/docky/apps/exp/images/79Bi.jpeg,/home/docky/apps/exp/images/73B.jpeg,0,0,0,0,0,5,5,5,79.63132140899995,None,79.63132140899995,None,1,2.2383520580000322,79.63132140899995,None,81.90365261299996,None,81.90365261299996,None,84.40682687599997,None,84.40682687599997,None,0.9501548200000798,86.20540310699994,None,86.20540310699994,None,5,1,0.7176030379999929,87.146405921,None,87.146405921,None,87.146405921,None,87.880645566,None,1,0.5346063360000244,87.880645566,None,12,88.43189605199996,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,7,78,78,None,congruent,Right,Right,Left,39,38,1,yellow,2,5,/home/docky/apps/exp/images/39Yi.jpeg,/home/docky/apps/exp/images/38Y.jpeg,0,0,0,0,0,6,6,6,89.43375143200001,None,89.43375143200001,None,1,12.94233197899996,89.43375143200001,None,102.41178505599999,None,102.41178505599999,None,104.91313671900002,None,104.91313671900002,None,1.717729975999987,106.71850777899999,None,106.71850777899999,None,5,1,0.9688284420000173,108.42097562200001,None,108.42097562200001,None,108.42097562200001,None,109.40625289100001,None,1,0.617278633000069,109.40625289100001,None,14,110.04010141499998,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,9,8,29,29,None,congruent,Right,Right,Left,38,35,3,blue,2,5,/home/docky/apps/exp/images/38B.jpeg,/home/docky/apps/exp/images/35Bi.jpeg,0,0,0,0,0,7,7,7,111.04225579800004,None,111.04225579800004,None,1,4.226157550000039,111.04225579800004,None,115.30214300900002,None,115.30214300900002,None,117.80636012100001,None,117.80636012100001,None,1.1840383610000345,119.608676006,None,119.608676006,None,5,1,0.7007816859999139,120.77847694699994,None,120.77847694699994,None,120.77847694699994,None,121.496007814,None,1,0.5015518200000315,121.496007814,None,16,122.01404781999997,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
1,Block809.xls,B,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
2,Block805.xls,B,5,1,16,16,None,congruent,Left,Left,Right,73,76,3,blue,2,6,/home/docky/apps/exp/images/73B.jpeg,/home/docky/apps/exp/images/76Bi.jpeg,0,1,1,1,0,0,0,0,156.08121541799994,None,156.08121541799994,None,1,4.4175942030000215,156.08121541799994,None,160.52270689700003,None,160.52270689700003,None,163.04424910700004,None,163.04424910700004,None,0.9828263570000217,164.84605209799997,None,164.84605209799997,None,6,1,0.7843399449999424,165.81608386799996,None,165.81608386799996,None,165.81608386799996,None,166.61671709200004,None,1,0.6185546909999857,166.61671709200004,None,18,167.25196044799998,None,127,B,1,2021_May_27_1800,GazeFlow,2020.1.2,59.89826782355895,
